#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
2304,Aura,Boston,USA,North America,70,2022-06-23 00:00:00 UTC,9,778,708,Security,Series F,$500,2022,42.35843,-71.05977
2305,Pipl,Spokane,USA,North America,22,2022-06-23 00:00:00 UTC,13,169,147,Security,Unknown,$19,2022,47.65966,-117.42908
2306,Vouch,San Francisco Bay Area,USA,North America,15,2022-06-23 00:00:00 UTC,7,214,199,Finance,Series C,$159,2022,37.77493,-122.41942
2307,Voyage SMS,Los Angeles,USA,North America,8,2022-06-23 00:00:00 UTC,13,62,54,Marketing,Unknown,$10,2022,34.05223,-118.24368
2314,MasterClass,San Francisco Bay Area,USA,North America,120,2022-06-22 00:00:00 UTC,20,600,480,Education,Series E,$461,2022,37.77493,-122.41942
2315,IronNet,Washington DC,USA,North America,90,2022-06-22 00:00:00 UTC,35,257,167,Security,Post-IPO,$410,2022,38.89511,-77.03637
2317,IronNet,Washington DC,USA,North America,55,2022-06-22 00:00:00 UTC,17,324,269,Security,Post-IPO,$410,2022,38.89511,-77.03637
2319,Superpedestrian,Boston,USA,North America,35,2022-06-22 00:00:00 UTC,7,500,465,Transportation,Series C,$261,2022,42.35843,-71.05977
2320,Voi,Stockholm,Sweden,Europe,35,2022-06-22 00:00:00 UTC,10,350,315,Transportation,Series D,$515,2022,59.32938,18.06871
2322,Ritual,Toronto,Canada,North America,23,2022-06-22 00:00:00 UTC,16,144,121,Food,Series C,$134,2022,43.70643,-79.39864
2325,Ebanx,Curitiba,Brazil,South America,340,2022-06-21 00:00:00 UTC,20,1700,1360,Finance,Series B,$460,2022,-25.42778,-49.27306
2327,Community,Los Angeles,USA,North America,40,2022-06-21 00:00:00 UTC,30,133,93,Marketing,Unknown,$40,2022,34.05223,-118.24368
2328,Sourcegraph,San Francisco Bay Area,USA,North America,24,2022-06-21 00:00:00 UTC,8,300,276,Product,Series D,$248,2022,37.77493,-122.41942
2333,SummerBio,San Francisco Bay Area,USA,North America,101,2022-06-20 00:00:00 UTC,100,101,0,Healthcare,Unknown,$7,2022,37.45383,-122.18219
2334,Trax,Singapore,Singapore,Asia,100,2022-06-20 00:00:00 UTC,12,833,733,Retail,Series E,$1000,2022,1.28967,103.85007
2335,Aqgromalin,Chennai,India,Asia,80,2022-06-20 00:00:00 UTC,30,267,187,Food,Unknown,$12,2022,13.08784,80.27847
2336,Bonsai,Toronto,Canada,North America,30,2022-06-20 00:00:00 UTC,55,55,25,Retail,Series A,$27,2022,43.70643,-79.39864
2337,Brighte,Sydney,Australia,Australia,30,2022-06-20 00:00:00 UTC,15,200,170,Energy,Series C,$145,2022,-33.86785,151.20732
2340,CityMall,Gurugram,India,Asia,191,2022-06-19 00:00:00 UTC,30,637,446,Retail,Series C,$112,2022,28.4601,77.02635
2341,BitOasis,Dubai,United Arabian Emirates,Asia,9,2022-06-19 00:00:00 UTC,5,180,171,Crypto,Series B,$30,2022,25.07725,55.30927
2342,Unacademy,Bengaluru,India,Asia,150,2022-06-18 00:00:00 UTC,3,5000,4850,Education,Series H,$838,2022,12.97194,77.59369
2344,Socure,Reno,USA,North America,69,2022-06-17 00:00:00 UTC,13,531,462,Finance,Series E,$646,2022,39.52963,-119.8138
2345,Finite State,Columbus,USA,North America,16,2022-06-17 00:00:00 UTC,20,80,64,Security,Series B,$49,2022,39.96118,-82.99879
2346,JOKR,New York City,USA,North America,50,2022-06-16 00:00:00 UTC,5,1000,950,Food,Series B,$430,2022,40.71427,-74.00597
2347,Zumper,San Francisco Bay Area,USA,North America,45,2022-06-16 00:00:00 UTC,15,300,255,Real Estate,Series D,$178,2022,37.77493,-122.41942
2350,Swappie,Helsinki,Finland,Europe,250,2022-06-15 00:00:00 UTC,17,1471,1221,Retail,Series C,$169,2022,60.16952,24.93545
2351,Wealthsimple,Toronto,Canada,North America,159,2022-06-15 00:00:00 UTC,13,1223,1064,Finance,Unknown,$900,2022,43.70643,-79.39864
2352,Weee!,Fremont,USA,North America,150,2022-06-15 00:00:00 UTC,10,1500,1350,Food,Series E,$863,2022,33.66946,-117.82311
2353,Notarize,Boston,USA,North America,110,2022-06-15 00:00:00 UTC,25,440,330,Legal,Series D,$213,2022,42.35843,-71.05977
2355,Tonkean,San Francisco Bay Area,USA,North America,23,2022-06-15 00:00:00 UTC,23,100,77,Other,Series B,$83,2022,37.77493,-122.41942
2357,OpenWeb,Tel Aviv,Israel,Asia,14,2022-06-15 00:00:00 UTC,5,280,266,Media,Series E,$223,2022,32.08088,34.78057
2358,Swyft,Toronto,Canada,North America,10,2022-06-15 00:00:00 UTC,30,33,23,Logistics,Series A,$20,2022,43.70643,-79.39864
2361,Coinbase,San Francisco Bay Area,USA,North America,1100,2022-06-14 00:00:00 UTC,18,6111,5011,Crypto,Post-IPO,$549,2022,37.77493,-122.41942
2362,Redfin,Seattle,USA,North America,470,2022-06-14 00:00:00 UTC,8,5875,5405,Real Estate,Post-IPO,$319,2022,47.60621,-122.33207
2363,Compass,New York City,USA,North America,450,2022-06-14 00:00:00 UTC,10,4500,4050,Real Estate,Post-IPO,1600,2022,40.71427,-74.00597
2364,Sami,Sao Paulo,Brazil,South America,75,2022-06-14 00:00:00 UTC,15,500,425,Healthcare,Unknown,$36,2022,-23.5475,-46.63611
2365,Breathe,New Delhi,India,Asia,50,2022-06-14 00:00:00 UTC,33,152,102,Healthcare,Series A,$6,2022,28.65195,77.23149
2367,TIFIN,Boulder,USA,North America,24,2022-06-14 00:00:00 UTC,10,240,216,Crypto,Series D,$204,2022,40.01499,-105.27055
2370,BlockFi,New York City,USA,North America,250,2022-06-13 00:00:00 UTC,20,1250,1000,Crypto,Series E,$1000,2022,40.71427,-74.00597
2371,Wave Sports and Entertainment,Los Angeles,USA,North America,56,2022-06-13 00:00:00 UTC,33,170,114,Media,Series B,$65,2022,34.05223,-118.24368
2372,Studio,San Francisco Bay Area,USA,North America,33,2022-06-13 00:00:00 UTC,40,83,50,Education,Series B,$50,2022,37.77493,-122.41942
2375,Crypto.com,Singapore,Singapore,Asia,260,2022-06-10 00:00:00 UTC,5,5200,4940,Crypto,Unknown,$156,2022,1.28967,103.85007
2376,FarEye,New Delhi,India,Asia,250,2022-06-10 00:00:00 UTC,30,833,583,Logistics,Series E,$150,2022,28.65195,77.23149
2377,Berlin Brands Group,Berlin,Germany,Europe,100,2022-06-10 00:00:00 UTC,10,1000,900,Retail,Unknown,$1000,2022,52.52437,13.41053
2378,Sanar,Sao Paulo,Brazil,South America,60,2022-06-10 00:00:00 UTC,20,300,240,Healthcare,Unknown,$11,2022,-23.5475,-46.63611
2379,Freetrade,London,United Kingdom,Europe,45,2022-06-10 00:00:00 UTC,15,300,255,Finance,Unknown,$133,2022,51.50853,-0.12574
2380,Albert,Los Angeles,USA,North America,20,2022-06-10 00:00:00 UTC,8,250,230,Finance,Series C,$175,2022,34.05223,-118.24368
2384,OneTrust,Atlanta,USA,North America,950,2022-06-09 00:00:00 UTC,25,3800,2850,Security,Series C,$926,2022,33.749,-84.38798
2385,Stitch Fix,San Francisco Bay Area,USA,North America,330,2022-06-09 00:00:00 UTC,15,2200,1870,Retail,Post-IPO,$79,2022,37.77493,-122.41942
2387,Convoy,Seattle,USA,North America,90,2022-06-09 00:00:00 UTC,7,1286,1196,Logistics,Series E,$1100,2022,47.60621,-122.33207
2388,Hologram,Chicago,USA,North America,80,2022-06-09 00:00:00 UTC,40,200,120,Infrastructure,Series B,$82,2022,41.85003,-87.65005
2389,Boozt,Malmö,Sweden,Europe,70,2022-06-09 00:00:00 UTC,5,1400,1330,Retail,Post-IPO,$56,2022,55.60587,13.00073
2390,The Grommet,Boston,USA,North America,40,2022-06-09 00:00:00 UTC,100,40,0,Retail,Acquired,$5,2022,42.35843,-71.05977
2391,Stashaway,Singapore,Singapore,Asia,31,2022-06-09 00:00:00 UTC,14,221,190,Finance,Series D,$61,2022,1.28967,103.85007
2392,Preply,Boston,USA,North America,26,2022-06-09 00:00:00 UTC,5,520,494,Education,Series C,$100,2022,42.35843,-71.05977
2396,Sonder,San Francisco Bay Area,USA,North America,250,2022-06-08 00:00:00 UTC,21,1190,940,Travel,Post-IPO,$839,2022,37.77493,-122.41942
2398,Truepill,San Francisco Bay Area,USA,North America,150,2022-06-08 00:00:00 UTC,15,1000,850,Healthcare,Series D,$255,2022,37.66882,-122.0808
2399,iPrice Group,Kuala Lumpur,Malaysia,Asia,50,2022-06-08 00:00:00 UTC,20,250,200,Retail,Unknown,$26,2022,3.1412,101.68653
2401,Cazoo,London,United Kingdom,Europe,750,2022-06-07 00:00:00 UTC,15,5000,4250,Transportation,Post-IPO,$2000,2022,51.50853,-0.12574
2402,Cazoo,London,United Kingdom,Europe,750,2022-06-07 00:00:00 UTC,15,5000,4250,Transportation,Post-IPO,2000,2022,51.50853,-0.12574
2403,Rupeek,Bengaluru,India,Asia,180,2022-06-07 00:00:00 UTC,15,1200,1020,Finance,Unknown,$172,2022,12.97194,77.59369
2405,Bird,Los Angeles,USA,North America,138,2022-06-07 00:00:00 UTC,23,600,462,Transportation,Post-IPO,$783,2022,34.05223,-118.24368
2412,Dutchie,Bend,USA,North America,50,2022-06-06 00:00:00 UTC,7,714,664,Other,Series D,$603,2022,44.05817,-121.31531
2418,Superhuman,San Francisco Bay Area,USA,North America,23,2022-06-03 00:00:00 UTC,22,105,82,Consumer,Series C,$108,2022,37.77493,-122.41942
2419,Food52,New York City,USA,North America,21,2022-06-03 00:00:00 UTC,15,140,119,Food,Acquired,$176,2022,40.71427,-74.00597
2423,Carbon Health,San Francisco Bay Area,USA,North America,250,2022-06-02 00:00:00 UTC,8,3125,2875,Healthcare,Series D,$522,2022,37.77493,-122.41942
2425,PolicyGenius,New York City,USA,North America,170,2022-06-02 00:00:00 UTC,25,680,510,Finance,Series E,$286,2022,40.71427,-74.00597
2426,Yojak,Gurugram,India,Asia,140,2022-06-02 00:00:00 UTC,50,280,140,Construction,Seed,$3,2022,28.4601,77.02635
2428,Gemini,New York City,USA,North America,100,2022-06-02 00:00:00 UTC,10,1000,900,Crypto,Unknown,$423,2022,40.71427,-74.00597
2429,Stord,Atlanta,USA,North America,59,2022-06-02 00:00:00 UTC,8,738,679,Logistics,Series D,$325,2022,33.749,-84.38798
2430,Gather,San Francisco Bay Area,USA,North America,30,2022-06-02 00:00:00 UTC,33,91,61,Consumer,Series B,$76,2022,37.44188,-122.14302
2432,IRL,San Francisco Bay Area,USA,North America,25,2022-06-02 00:00:00 UTC,25,100,75,Consumer,Series C,$197,2022,37.77493,-122.41942
2437,Cybereason,Boston,USA,North America,100,2022-06-01 00:00:00 UTC,6,1667,1567,Security,Series F,$750,2022,42.35843,-71.05977
2438,Udayy,Gurugram,India,Asia,100,2022-06-01 00:00:00 UTC,100,100,0,Education,Seed,$2,2022,28.4601,77.02635
2439,2TM,Sao Paulo,Brazil,South America,90,2022-06-01 00:00:00 UTC,12,750,660,Crypto,Unknown,$250,2022,-23.5475,-46.63611
2440,Curve,London,United Kingdom,Europe,65,2022-06-01 00:00:00 UTC,10,650,585,Finance,Series C,$182,2022,51.50853,-0.12574
2441,Loom,San Francisco Bay Area,USA,North America,34,2022-06-01 00:00:00 UTC,14,243,209,Product,Series C,$203,2022,37.77493,-122.41942
2443,Impala,London,United Kingdom,Europe,30,2022-06-01 00:00:00 UTC,35,86,56,Travel,Series B,$32,2022,51.50853,-0.12574
2449,Tomo,Stamford,USA,North America,44,2022-05-31 00:00:00 UTC,33,133,89,Finance,Series A,$110,2022,41.05343,-73.53873
2451,BookClub,Salt Lake City,USA,North America,12,2022-05-31 00:00:00 UTC,25,48,36,Education,Series A,$26,2022,40.76078,-111.89105
2453,SWVL,Dubai,United Arabian Emirates,Asia,400,2022-05-30 00:00:00 UTC,32,1250,850,Transportation,Post-IPO,$132,2022,25.07725,55.30927
2454,Mobile Premier League,Bengaluru,India,Asia,100,2022-05-30 00:00:00 UTC,10,1000,900,Consumer,Series E,$375,2022,12.97194,77.59369
2455,SumUp,Sao Paulo,Brazil,South America,100,2022-05-30 00:00:00 UTC,3,3333,3233,Finance,Unknown,$50,2022,-23.5475,-46.63611
2457,FrontRow,Bengaluru,India,Asia,145,2022-05-27 00:00:00 UTC,30,483,338,Education,Series A,$17,2022,12.97194,77.59369
2459,Uncapped,London,United Kingdom,Europe,29,2022-05-27 00:00:00 UTC,26,112,83,Finance,Unknown,$118,2022,51.50853,-0.12574
2463,VTEX,Sao Paulo,Brazil,South America,200,2022-05-26 00:00:00 UTC,13,1538,1338,Retail,Post-IPO,$365,2022,-23.5475,-46.63611
2464,Bitso,Mexico City,Mexico,North America,80,2022-05-26 00:00:00 UTC,11,727,647,Crypto,Series C,$378,2022,19.42847,-99.12766
2467,Lacework,San Francisco Bay Area,USA,North America,300,2022-05-25 00:00:00 UTC,20,1500,1200,Security,Series D,$1900,2022,37.38605,-122.08385
2468,Bolt,San Francisco Bay Area,USA,North America,240,2022-05-25 00:00:00 UTC,27,889,649,Finance,Series E,$1300,2022,37.77493,-122.41942
2470,Kontist,Berlin,Germany,Europe,50,2022-05-25 00:00:00 UTC,25,200,150,Finance,Series B,$53,2022,52.52437,13.41053
2471,Nuri,Berlin,Germany,Europe,45,2022-05-25 00:00:00 UTC,20,225,180,Finance,Series B,$42,2022,52.52437,13.41053
2472,Coterie Insurance,Cincinnati,USA,North America,30,2022-05-25 00:00:00 UTC,20,150,120,Finance,Series B,$70,2022,39.12711,-84.51439
2476,Gorillas,Berlin,Germany,Europe,300,2022-05-24 00:00:00 UTC,50,600,300,Food,Series C,$1300,2022,52.52437,13.41053
2479,Klarna,Stockholm,Sweden,Europe,700,2022-05-23 00:00:00 UTC,10,7000,6300,Finance,Unknown,$3700,2022,59.32938,18.06871
2481,Buenbit,Buenos Aires,Argentina,South America,80,2022-05-23 00:00:00 UTC,45,178,98,Crypto,Series A,$11,2022,-34.61315,-58.37723
2482,BeyondMinds,Tel Aviv,Israel,Asia,65,2022-05-23 00:00:00 UTC,100,65,0,Data,Series A,$16,2022,32.08088,34.78057
2483,ClickUp,San Diego,USA,North America,60,2022-05-23 00:00:00 UTC,7,857,797,Other,Series C,$537,2022,32.71571,-117.16472
2484,Airtime,New York City,USA,North America,30,2022-05-23 00:00:00 UTC,20,150,120,Consumer,Series B,$33,2022,40.71427,-74.00597
2486,MFine,Bengaluru,India,Asia,600,2022-05-21 00:00:00 UTC,75,800,200,Healthcare,Series C,$97,2022,12.97194,77.59369
2487,Latch,New York City,USA,North America,130,2022-05-20 00:00:00 UTC,28,464,334,Security,Post-IPO,$342,2022,40.71427,-74.00597
2488,Outside,Boulder,USA,North America,87,2022-05-20 00:00:00 UTC,15,580,493,Media,Series B,$174,2022,40.01499,-105.27055
2489,Skillz,San Francisco Bay Area,USA,North America,70,2022-05-20 00:00:00 UTC,10,700,630,Consumer,Post-IPO,$287,2022,37.77493,-122.41942
2490,Cars24,Gurugram,India,Asia,600,2022-05-19 00:00:00 UTC,6,10000,9400,Transportation,Series G,$1300,2022,28.4601,77.02635
2491,Vedantu,Bengaluru,India,Asia,424,2022-05-18 00:00:00 UTC,7,6057,5633,Education,Series E,$292,2022,12.97194,77.59369
2492,Netflix,San Francisco Bay Area,USA,North America,150,2022-05-17 00:00:00 UTC,1,15000,14850,Media,Post-IPO,$121900,2022,37.22661,-121.97468
2493,Kry,Stockholm,Sweden,Europe,100,2022-05-17 00:00:00 UTC,10,1000,900,Healthcare,Series D,$568,2022,59.32938,18.06871
2494,Picsart,Miami,USA,North America,90,2022-05-17 00:00:00 UTC,8,1125,1035,Consumer,Series C,$195,2022,25.77427,-80.19366
2495,Zak,Sao Paulo,Brazil,South America,100,2022-05-16 00:00:00 UTC,40,250,150,Food,Series A,$29,2022,-23.5475,-46.63611
2497,AliExpress Russia,Moscow,Russia,Europe,400,2022-05-14 00:00:00 UTC,40,1000,600,Retail,Acquired,$60,2022,55.75222,37.61556
2504,DataRobot,Boston,USA,North America,70,2022-05-11 00:00:00 UTC,7,1000,930,Data,Series G,$1000,2022,42.35843,-71.05977
2505,Carvana,Phoenix,USA,North America,2500,2022-05-10 00:00:00 UTC,12,20833,18333,Transportation,Post-IPO,1600,2022,33.44838,-112.07404
2506,Doma,San Francisco Bay Area,USA,North America,310,2022-05-10 00:00:00 UTC,15,2067,1757,Finance,Post-IPO,$679,2022,37.77493,-122.41942
2507,Pollen,London,United Kingdom,Europe,200,2022-05-10 00:00:00 UTC,33,606,406,Travel,Series C,$238,2022,51.50853,-0.12574
2508,Latch,New York City,USA,North America,30,2022-05-10 00:00:00 UTC,6,500,470,Security,Post-IPO,$342,2022,40.71427,-74.00597
2509,Meero,Paris,France,Europe,350,2022-05-09 00:00:00 UTC,50,700,350,Other,Series C,$293,2022,48.85341,2.3488
2510,Vroom,New York City,USA,North America,270,2022-05-09 00:00:00 UTC,14,1929,1659,Transportation,Post-IPO,1300,2022,40.71427,-74.00597
2511,Reef,Miami,USA,North America,750,2022-05-06 00:00:00 UTC,5,15000,14250,Transportation,Unknown,1500,2022,25.77427,-80.19366
2513,Vedantu,Bengaluru,India,Asia,200,2022-05-05 00:00:00 UTC,3,6667,6467,Education,Series E,$292,2022,12.97194,77.59369
2515,Mural,San Francisco Bay Area,USA,North America,90,2022-05-05 00:00:00 UTC,10,900,810,Product,Series C,$192,2022,37.77493,-122.41942
2516,On Deck,San Francisco Bay Area,USA,North America,72,2022-05-05 00:00:00 UTC,25,288,216,Education,Series A,$20,2022,37.77493,-122.41942
2517,SEND,Sydney,Australia,Australia,300,2022-05-04 00:00:00 UTC,100,300,0,Food,Seed,$3,2022,-33.86785,151.20732
2519,Cameo,Chicago,USA,North America,87,2022-05-04 00:00:00 UTC,25,348,261,Consumer,Unknown,$165,2022,41.85003,-87.65005
2520,Mainstreet,San Francisco Bay Area,USA,North America,45,2022-05-04 00:00:00 UTC,30,150,105,Finance,Series A,$64,2022,37.77493,-122.41942
2525,Avo,Tel Aviv,Israel,Asia,500,2022-05-01 00:00:00 UTC,67,746,246,Food,Series B,$45,2022,32.08088,34.78057
2527,Domestika,San Francisco Bay Area,USA,North America,150,2022-04-28 00:00:00 UTC,19,789,639,Education,Series D,$130,2022,37.87159,-122.27275
2530,Robinhood,San Francisco Bay Area,USA,North America,340,2022-04-26 00:00:00 UTC,9,3778,3438,Finance,Post-IPO,$5600,2022,37.45383,-122.18219
2531,Bonsai,Toronto,Canada,North America,29,2022-04-26 00:00:00 UTC,34,85,56,Retail,Series A,$27,2022,43.70643,-79.39864
2534,Xiaohongshu,Shanghai,China,Asia,180,2022-04-21 00:00:00 UTC,9,2000,1820,Consumer,Series E,$917,2022,31.22222,121.45806
2535,Facily,Sao Paulo,Brazil,South America,260,2022-04-20 00:00:00 UTC,30,867,607,Retail,Series D,$502,2022,-23.5475,-46.63611
2537,Blend,San Francisco Bay Area,USA,North America,200,2022-04-19 00:00:00 UTC,10,2000,1800,Finance,Post-IPO,$665,2022,37.77493,-122.41942
2538,QuintoAndar,Sao Paulo,Brazil,South America,160,2022-04-19 00:00:00 UTC,4,4000,3840,Real Estate,Series E,$755,2022,-23.5475,-46.63611
2544,Ahead,San Francisco Bay Area,USA,North America,44,2022-04-14 00:00:00 UTC,100,44,0,Healthcare,Unknown,$9,2022,37.77493,-122.41942
2546,Rad Power Bikes,Seattle,USA,North America,100,2022-04-12 00:00:00 UTC,14,714,614,Transportation,Series D,$329,2022,47.60621,-122.33207
2548,Food52,New York City,USA,North America,20,2022-04-08 00:00:00 UTC,10,200,180,Food,Acquired,$176,2022,40.71427,-74.00597
2549,Unacademy,Bengaluru,India,Asia,1000,2022-04-07 00:00:00 UTC,17,5882,4882,Education,Series H,$838,2022,12.97194,77.59369
2554,Legible,Vancouver,Canada,North America,23,2022-04-04 00:00:00 UTC,38,61,38,Media,Post-IPO,$3,2022,49.24966,-123.11934
2557,Rasa,Berlin,Germany,Europe,59,2022-03-30 00:00:00 UTC,40,148,89,Data,Series B,$40,2022,52.52437,13.41053
2558,Gopuff,Philadelphia,USA,North America,450,2022-03-29 00:00:00 UTC,3,15000,14550,Food,Series H,$3400,2022,39.95238,-75.16362
2559,Thinkific,Vancouver,Canada,North America,100,2022-03-29 00:00:00 UTC,20,500,400,Education,Post-IPO,$22,2022,49.24966,-123.11934
2562,Storytel,Stockholm,Sweden,Europe,100,2022-03-17 00:00:00 UTC,10,1000,900,Media,Post-IPO,$275,2022,59.32938,18.06871
2564,Trell,Bengaluru,India,Asia,300,2022-03-15 00:00:00 UTC,50,600,300,Retail,Series B,$62,2022,12.97194,77.59369
2565,Knock,New York City,USA,North America,115,2022-03-15 00:00:00 UTC,46,250,135,Real Estate,Unknown,$654,2022,40.71427,-74.00597
2568,Better.com,New York City,USA,North America,3000,2022-03-08 00:00:00 UTC,33,9091,6091,Real Estate,Unknown,$905,2022,40.71427,-74.00597
2569,Adaptive Biotechnology,Seattle,USA,North America,100,2022-03-08 00:00:00 UTC,12,833,733,Healthcare,Post-IPO,$406,2022,47.60621,-122.33207
2570,Hyperscience,New York City,USA,North America,100,2022-03-03 00:00:00 UTC,25,400,300,Data,Series E,$289,2022,40.71427,-74.00597
2572,Wish,San Francisco Bay Area,USA,North America,190,2022-03-01 00:00:00 UTC,15,1267,1077,Retail,Post-IPO,$1600,2022,37.77493,-122.41942
2576,Virgin Hyperloop,Los Angeles,USA,North America,111,2022-02-21 00:00:00 UTC,50,222,111,Transportation,Unknown,$368,2022,34.05223,-118.24368
2578,Liv Up,Sao Paulo,Brazil,South America,100,2022-02-16 00:00:00 UTC,15,667,567,Food,Series D,$118,2022,-23.5475,-46.63611
2579,Homie,Salt Lake City,USA,North America,119,2022-02-14 00:00:00 UTC,29,410,291,Real Estate,Series B,$35,2022,40.76078,-111.89105
2580,Hopin,London,United Kingdom,Europe,138,2022-02-10 00:00:00 UTC,12,1150,1012,Other,Series D,$1000,2022,51.50853,-0.12574
2581,Daily Harvest,New York City,USA,North America,60,2022-02-10 00:00:00 UTC,20,300,240,Food,Series D,$120,2022,40.71427,-74.00597
2582,Peloton,New York City,USA,North America,2800,2022-02-08 00:00:00 UTC,20,14000,11200,Fitness,Post-IPO,1900,2022,40.71427,-74.00597
2584,Rhino,New York City,USA,North America,57,2022-02-03 00:00:00 UTC,20,285,228,Real Estate,Unknown,$133,2022,40.71427,-74.00597
2585,Gopuff,Philadelphia,USA,North America,100,2022-01-26 00:00:00 UTC,0.662251655629139,15100,15000,Food,Series H,$3400,2022,39.95238,-75.16362
2586,Glossier,New York City,USA,North America,80,2022-01-26 00:00:00 UTC,33,242,162,Consumer,Series E,$266,2022,40.71427,-74.00597
2590,Delivery Hero,Berlin,Germany,Europe,300,2021-12-22 00:00:00 UTC,6.97674418604651,4300,4000,Food,Post-IPO,8300,2021,52.52437,13.41053
2592,Better.com,New York City,USA,North America,900,2021-12-01 00:00:00 UTC,9,10000,9100,Real Estate,Unknown,$905,2021,40.71427,-74.00597
2593,BitTitan,Seattle,USA,North America,70,2021-11-18 00:00:00 UTC,27,259,189,Data,Acquired,$46,2021,47.60621,-122.33207
2594,Zillow,Seattle,USA,North America,2000,2021-11-02 00:00:00 UTC,25,8000,6000,Real Estate,Post-IPO,$97,2021,47.60621,-122.33207
2600,Treehouse,Portland,USA,North America,41,2021-09-14 00:00:00 UTC,90,46,5,Education,Series B,$12,2021,45.52345,-122.67621
2603,Flockjay,San Francisco Bay Area,USA,North America,37,2021-08-24 00:00:00 UTC,50,74,37,Education,Series A,$14,2021,37.77493,-122.41942
2606,Katerra,San Francisco Bay Area,USA,North America,2434,2021-06-01 00:00:00 UTC,100,2434,0,Construction,Unknown,$1600,2021,37.45383,-122.18219
